Date;Hour;Station;Ridership
2025-08-09;12;Krantivira Sangolli Rayanna Railway Station;501
2025-08-09;13;Krantivira Sangolli Rayanna Railway Station;471
2025-08-09;14;Krantivira Sangolli Rayanna Railway Station;523
2025-08-09;15;Krantivira Sangolli Rayanna Railway Station;385
2025-08-09;16;Krantivira Sangolli Rayanna Railway Station;495
2025-08-09;17;Krantivira Sangolli Rayanna Railway Station;800
2025-08-09;18;Krantivira Sangolli Rayanna Railway Station;597
2025-08-09;19;Krantivira Sangolli Rayanna Railway Station;619
2025-08-09;20;Krantivira Sangolli Rayanna Railway Station;539
2025-08-09;21;Krantivira Sangolli Rayanna Railway Station;721
2025-08-09;22;Krantivira Sangolli Rayanna Railway Station;345
2025-08-09;23;Krantivira Sangolli Rayanna Railway Station;101
2025-08-09;0;Krishna Rajendra Market;0
2025-08-09;1;Krishna Rajendra Market;0
2025-08-09;2;Krishna Rajendra Market;0
2025-08-09;3;Krishna Rajendra Market;0
2025-08-09;4;Krishna Rajendra Market;2
2025-08-09;5;Krishna Rajendra Market;54
2025-08-09;6;Krishna Rajendra Market;131
2025-08-09;7;Krishna Rajendra Market;180
2025-08-09;8;Krishna Rajendra Market;333
2025-08-09;9;Krishna Rajendra Market;356
2025-08-09;10;Krishna Rajendra Market;330
2025-08-09;11;Krishna Rajendra Market;425
2025-08-09;12;Krishna Rajendra Market;490
2025-08-09;13;Krishna Rajendra Market;686
2025-08-09;14;Krishna Rajendra Market;604
2025-08-09;15;Krishna Rajendra Market;588
2025-08-09;16;Krishna Rajendra Market;601
2025-08-09;17;Krishna Rajendra Market;650
2025-08-09;18;Krishna Rajendra Market;721
2025-08-09;19;Krishna Rajendra Market;605
2025-08-09;20;Krishna Rajendra Market;562
2025-08-09;21;Krishna Rajendra Market;303
2025-08-09;22;Krishna Rajendra Market;141
2025-08-09;23;Krishna Rajendra Market;35
2025-08-09;0;Krishnarajapura;0
2025-08-09;1;Krishnarajapura;0
2025-08-09;2;Krishnarajapura;0
2025-08-09;3;Krishnarajapura;0
2025-08-09;4;Krishnarajapura;32
2025-08-09;5;Krishnarajapura;185
2025-08-09;6;Krishnarajapura;302
2025-08-09;7;Krishnarajapura;686
2025-08-09;8;Krishnarajapura;965
2025-08-09;9;Krishnarajapura;1114
2025-08-09;10;Krishnarajapura;1099
2025-08-09;11;Krishnarajapura;1412
2025-08-09;12;Krishnarajapura;1238
2025-08-09;13;Krishnarajapura;1151
2025-08-09;14;Krishnarajapura;1042
2025-08-09;15;Krishnarajapura;1097
2025-08-09;16;Krishnarajapura;1241
2025-08-09;17;Krishnarajapura;966
2025-08-09;18;Krishnarajapura;870
2025-08-09;19;Krishnarajapura;925
2025-08-09;20;Krishnarajapura;706
2025-08-09;21;Krishnarajapura;494
2025-08-09;22;Krishnarajapura;222
2025-08-09;23;Krishnarajapura;13
2025-08-09;0;Kundalahalli;0
2025-08-09;1;Kundalahalli;0
2025-08-09;2;Kundalahalli;0
2025-08-09;3;Kundalahalli;0
2025-08-09;4;Kundalahalli;2
2025-08-09;5;Kundalahalli;49
2025-08-09;6;Kundalahalli;112
2025-08-09;7;Kundalahalli;139
2025-08-09;8;Kundalahalli;163
2025-08-09;9;Kundalahalli;225
2025-08-09;10;Kundalahalli;292
2025-08-09;11;Kundalahalli;431
2025-08-09;12;Kundalahalli;494
2025-08-09;13;Kundalahalli;417
2025-08-09;14;Kundalahalli;417
2025-08-09;15;Kundalahalli;477
2025-08-09;16;Kundalahalli;458
2025-08-09;17;Kundalahalli;600
2025-08-09;18;Kundalahalli;494
2025-08-09;19;Kundalahalli;326
2025-08-09;20;Kundalahalli;220
2025-08-09;21;Kundalahalli;134
2025-08-09;22;Kundalahalli;49
2025-08-09;23;Kundalahalli;5
2025-08-09;0;Lalbagh;0
2025-08-09;1;Lalbagh;0
2025-08-09;2;Lalbagh;0
2025-08-09;3;Lalbagh;0
2025-08-09;4;Lalbagh;2
2025-08-09;5;Lalbagh;9
2025-08-09;6;Lalbagh;40
2025-08-09;7;Lalbagh;91
2025-08-09;8;Lalbagh;196
2025-08-09;9;Lalbagh;224
2025-08-09;10;Lalbagh;221
2025-08-09;11;Lalbagh;371
2025-08-09;12;Lalbagh;492
2025-08-09;13;Lalbagh;724
2025-08-09;14;Lalbagh;1042
2025-08-09;15;Lalbagh;1101
2025-08-09;16;Lalbagh;1249
2025-08-09;17;Lalbagh;1664
2025-08-09;18;Lalbagh;1507
2025-08-09;19;Lalbagh;721
2025-08-09;20;Lalbagh;353
2025-08-09;21;Lalbagh;204
2025-08-09;22;Lalbagh;102
2025-08-09;23;Lalbagh;9
2025-08-09;0;Madavara;0
2025-08-09;1;Madavara;0
2025-08-09;2;Madavara;0
2025-08-09;3;Madavara;0
2025-08-09;4;Madavara;1
2025-08-09;5;Madavara;32
2025-08-09;6;Madavara;129
2025-08-09;7;Madavara;249
2025-08-09;8;Madavara;488
2025-08-09;9;Madavara;525
2025-08-09;10;Madavara;506
2025-08-09;11;Madavara;543
2025-08-09;12;Madavara;481
2025-08-09;13;Madavara;434
2025-08-09;14;Madavara;363
2025-08-09;15;Madavara;375
2025-08-09;16;Madavara;435
2025-08-09;17;Madavara;349
2025-08-09;18;Madavara;548
2025-08-09;19;Madavara;549
2025-08-09;20;Madavara;375
2025-08-09;21;Madavara;183
2025-08-09;22;Madavara;127
2025-08-09;23;Madavara;0
2025-08-09;0;Magadi Road;0
2025-08-09;1;Magadi Road;0
2025-08-09;2;Magadi Road;0
2025-08-09;3;Magadi Road;0
2025-08-09;4;Magadi Road;7
2025-08-09;5;Magadi Road;66
2025-08-09;6;Magadi Road;141
2025-08-09;7;Magadi Road;302
2025-08-09;8;Magadi Road;559
2025-08-09;9;Magadi Road;717
2025-08-09;10;Magadi Road;598
2025-08-09;11;Magadi Road;426
2025-08-09;12;Magadi Road;376
2025-08-09;13;Magadi Road;444
2025-08-09;14;Magadi Road;324
2025-08-09;15;Magadi Road;320
2025-08-09;16;Magadi Road;404
2025-08-09;17;Magadi Road;380
2025-08-09;18;Magadi Road;296
2025-08-09;19;Magadi Road;378
2025-08-09;20;Magadi Road;240
2025-08-09;21;Magadi Road;231
2025-08-09;22;Magadi Road;214
2025-08-09;23;Magadi Road;50
2025-08-09;0;Mahakavi Kuvempu Road;0
2025-08-09;1;Mahakavi Kuvempu Road;0
2025-08-09;2;Mahakavi Kuvempu Road;0
2025-08-09;3;Mahakavi Kuvempu Road;0
2025-08-09;4;Mahakavi Kuvempu Road;3
2025-08-09;5;Mahakavi Kuvempu Road;45
2025-08-09;6;Mahakavi Kuvempu Road;83
2025-08-09;7;Mahakavi Kuvempu Road;197
2025-08-09;8;Mahakavi Kuvempu Road;326
2025-08-09;9;Mahakavi Kuvempu Road;481
2025-08-09;10;Mahakavi Kuvempu Road;417
2025-08-09;11;Mahakavi Kuvempu Road;316
2025-08-09;12;Mahakavi Kuvempu Road;331
2025-08-09;13;Mahakavi Kuvempu Road;315
2025-08-09;14;Mahakavi Kuvempu Road;294
2025-08-09;15;Mahakavi Kuvempu Road;315
2025-08-09;16;Mahakavi Kuvempu Road;282
2025-08-09;17;Mahakavi Kuvempu Road;217
2025-08-09;18;Mahakavi Kuvempu Road;358
2025-08-09;19;Mahakavi Kuvempu Road;306
2025-08-09;20;Mahakavi Kuvempu Road;244
2025-08-09;21;Mahakavi Kuvempu Road;130
2025-08-09;22;Mahakavi Kuvempu Road;76
2025-08-09;23;Mahakavi Kuvempu Road;10
2025-08-09;0;Mahalakshmi;0
2025-08-09;1;Mahalakshmi;0
2025-08-09;2;Mahalakshmi;0
2025-08-09;3;Mahalakshmi;0
2025-08-09;4;Mahalakshmi;2
2025-08-09;5;Mahalakshmi;43
2025-08-09;6;Mahalakshmi;123
2025-08-09;7;Mahalakshmi;260
2025-08-09;8;Mahalakshmi;495
2025-08-09;9;Mahalakshmi;573
2025-08-09;10;Mahalakshmi;582
2025-08-09;11;Mahalakshmi;589
2025-08-09;12;Mahalakshmi;688
2025-08-09;13;Mahalakshmi;861
2025-08-09;14;Mahalakshmi;937
2025-08-09;15;Mahalakshmi;819
2025-08-09;16;Mahalakshmi;734
2025-08-09;17;Mahalakshmi;765
2025-08-09;18;Mahalakshmi;1053
2025-08-09;19;Mahalakshmi;963
2025-08-09;20;Mahalakshmi;694
2025-08-09;21;Mahalakshmi;388
2025-08-09;22;Mahalakshmi;136
2025-08-09;23;Mahalakshmi;21
2025-08-09;0;Mahatma Gandhi Road;0
2025-08-09;1;Mahatma Gandhi Road;0
2025-08-09;2;Mahatma Gandhi Road;0
2025-08-09;3;Mahatma Gandhi Road;0
2025-08-09;4;Mahatma Gandhi Road;2
2025-08-09;5;Mahatma Gandhi Road;22
2025-08-09;6;Mahatma Gandhi Road;55
2025-08-09;7;Mahatma Gandhi Road;100
2025-08-09;8;Mahatma Gandhi Road;214
2025-08-09;9;Mahatma Gandhi Road;316
2025-08-09;10;Mahatma Gandhi Road;298
2025-08-09;11;Mahatma Gandhi Road;593
2025-08-09;12;Mahatma Gandhi Road;899
2025-08-09;13;Mahatma Gandhi Road;1083
2025-08-09;14;Mahatma Gandhi Road;1035
2025-08-09;15;Mahatma Gandhi Road;1339
2025-08-09;16;Mahatma Gandhi Road;1744
2025-08-09;17;Mahatma Gandhi Road;2057
2025-08-09;18;Mahatma Gandhi Road;2351
2025-08-09;19;Mahatma Gandhi Road;2351
2025-08-09;20;Mahatma Gandhi Road;2063
2025-08-09;21;Mahatma Gandhi Road;1504
2025-08-09;22;Mahatma Gandhi Road;1330
2025-08-09;23;Mahatma Gandhi Road;398
2025-08-09;0;Manjunathanagara;0
2025-08-09;1;Manjunathanagara;0
2025-08-09;2;Manjunathanagara;0
2025-08-09;3;Manjunathanagara;0
2025-08-09;4;Manjunathanagara;1
2025-08-09;5;Manjunathanagara;17
2025-08-09;6;Manjunathanagara;21
2025-08-09;7;Manjunathanagara;72
2025-08-09;8;Manjunathanagara;104
2025-08-09;9;Manjunathanagara;112
2025-08-09;10;Manjunathanagara;69
2025-08-09;11;Manjunathanagara;88
2025-08-09;12;Manjunathanagara;80
2025-08-09;13;Manjunathanagara;51
2025-08-09;14;Manjunathanagara;67
2025-08-09;15;Manjunathanagara;62
2025-08-09;16;Manjunathanagara;74
2025-08-09;17;Manjunathanagara;52
2025-08-09;18;Manjunathanagara;181
2025-08-09;19;Manjunathanagara;130
2025-08-09;20;Manjunathanagara;52
2025-08-09;21;Manjunathanagara;55
2025-08-09;22;Manjunathanagara;9
2025-08-09;23;Manjunathanagara;0
2025-08-09;0;Mantri Square Sampige Road;0
2025-08-09;1;Mantri Square Sampige Road;0
2025-08-09;2;Mantri Square Sampige Road;0
2025-08-09;3;Mantri Square Sampige Road;0
2025-08-09;4;Mantri Square Sampige Road;7
2025-08-09;5;Mantri Square Sampige Road;51
2025-08-09;6;Mantri Square Sampige Road;89
2025-08-09;7;Mantri Square Sampige Road;251
2025-08-09;8;Mantri Square Sampige Road;461
2025-08-09;9;Mantri Square Sampige Road;615
2025-08-09;10;Mantri Square Sampige Road;577
2025-08-09;11;Mantri Square Sampige Road;593
2025-08-09;12;Mantri Square Sampige Road;892
2025-08-09;13;Mantri Square Sampige Road;1025
2025-08-09;14;Mantri Square Sampige Road;1319
2025-08-09;15;Mantri Square Sampige Road;1142
2025-08-09;16;Mantri Square Sampige Road;1498
2025-08-09;17;Mantri Square Sampige Road;1599
2025-08-09;18;Mantri Square Sampige Road;1604
2025-08-09;19;Mantri Square Sampige Road;1791
2025-08-09;20;Mantri Square Sampige Road;1365
2025-08-09;21;Mantri Square Sampige Road;1007
2025-08-09;22;Mantri Square Sampige Road;632
2025-08-09;23;Mantri Square Sampige Road;62
2025-08-09;0;Mysore Road;0
2025-08-09;1;Mysore Road;0
2025-08-09;2;Mysore Road;0
2025-08-09;3;Mysore Road;0
2025-08-09;4;Mysore Road;2
2025-08-09;5;Mysore Road;31
2025-08-09;6;Mysore Road;71
2025-08-09;7;Mysore Road;185
2025-08-09;8;Mysore Road;250
2025-08-09;9;Mysore Road;339
2025-08-09;10;Mysore Road;306
2025-08-09;11;Mysore Road;282
2025-08-09;12;Mysore Road;273
2025-08-09;13;Mysore Road;269
2025-08-09;14;Mysore Road;256
2025-08-09;15;Mysore Road;256
2025-08-09;16;Mysore Road;257
2025-08-09;17;Mysore Road;269
2025-08-09;18;Mysore Road;252
2025-08-09;19;Mysore Road;249
2025-08-09;20;Mysore Road;180
2025-08-09;21;Mysore Road;146
2025-08-09;22;Mysore Road;82
2025-08-09;23;Mysore Road;12
2025-08-09;0;Nadaprabhu Kempegowda Station, Majestic;0
2025-08-09;1;Nadaprabhu Kempegowda Station, Majestic;0
2025-08-09;2;Nadaprabhu Kempegowda Station, Majestic;0
2025-08-09;3;Nadaprabhu Kempegowda Station, Majestic;0
2025-08-09;4;Nadaprabhu Kempegowda Station, Majestic;208
2025-08-09;5;Nadaprabhu Kempegowda Station, Majestic;558
2025-08-09;6;Nadaprabhu Kempegowda Station, Majestic;1002
2025-08-09;7;Nadaprabhu Kempegowda Station, Majestic;1398
2025-08-09;8;Nadaprabhu Kempegowda Station, Majestic;1493
2025-08-09;9;Nadaprabhu Kempegowda Station, Majestic;1829
2025-08-09;10;Nadaprabhu Kempegowda Station, Majestic;1833
2025-08-09;11;Nadaprabhu Kempegowda Station, Majestic;1946
2025-08-09;12;Nadaprabhu Kempegowda Station, Majestic;2157
2025-08-09;13;Nadaprabhu Kempegowda Station, Majestic;2114
2025-08-09;14;Nadaprabhu Kempegowda Station, Majestic;2043
2025-08-09;15;Nadaprabhu Kempegowda Station, Majestic;1921
2025-08-09;16;Nadaprabhu Kempegowda Station, Majestic;2087
2025-08-09;17;Nadaprabhu Kempegowda Station, Majestic;2363
2025-08-09;18;Nadaprabhu Kempegowda Station, Majestic;2242
2025-08-09;19;Nadaprabhu Kempegowda Station, Majestic;2200
2025-08-09;20;Nadaprabhu Kempegowda Station, Majestic;1914
2025-08-09;21;Nadaprabhu Kempegowda Station, Majestic;1666
2025-08-09;22;Nadaprabhu Kempegowda Station, Majestic;1195
2025-08-09;23;Nadaprabhu Kempegowda Station, Majestic;218
2025-08-09;0;Nagasandra;0
2025-08-09;1;Nagasandra;0
2025-08-09;2;Nagasandra;0
2025-08-09;3;Nagasandra;0
2025-08-09;4;Nagasandra;3
2025-08-09;5;Nagasandra;54
2025-08-09;6;Nagasandra;136
2025-08-09;7;Nagasandra;387
2025-08-09;8;Nagasandra;651
2025-08-09;9;Nagasandra;621
2025-08-09;10;Nagasandra;601
2025-08-09;11;Nagasandra;628
2025-08-09;12;Nagasandra;608
2025-08-09;13;Nagasandra;747
2025-08-09;14;Nagasandra;789
2025-08-09;15;Nagasandra;777
2025-08-09;16;Nagasandra;649
2025-08-09;17;Nagasandra;711
2025-08-09;18;Nagasandra;1153
2025-08-09;19;Nagasandra;969
2025-08-09;20;Nagasandra;791
2025-08-09;21;Nagasandra;470
2025-08-09;22;Nagasandra;277
2025-08-09;23;Nagasandra;11
2025-08-09;0;Nallurahalli;0
2025-08-09;1;Nallurahalli;0
2025-08-09;2;Nallurahalli;0
2025-08-09;3;Nallurahalli;0
2025-08-09;4;Nallurahalli;0
2025-08-09;5;Nallurahalli;31
2025-08-09;6;Nallurahalli;62
2025-08-09;7;Nallurahalli;120
2025-08-09;8;Nallurahalli;181
2025-08-09;9;Nallurahalli;195
2025-08-09;10;Nallurahalli;263
2025-08-09;11;Nallurahalli;366
2025-08-09;12;Nallurahalli;359
2025-08-09;13;Nallurahalli;571
2025-08-09;14;Nallurahalli;548
2025-08-09;15;Nallurahalli;567
2025-08-09;16;Nallurahalli;531
2025-08-09;17;Nallurahalli;603
2025-08-09;18;Nallurahalli;570
2025-08-09;19;Nallurahalli;452
2025-08-09;20;Nallurahalli;284
2025-08-09;21;Nallurahalli;151
2025-08-09;22;Nallurahalli;86
2025-08-09;23;Nallurahalli;8
2025-08-09;0;National College;0
2025-08-09;1;National College;0
2025-08-09;2;National College;0
2025-08-09;3;National College;0
2025-08-09;4;National College;3
2025-08-09;5;National College;28
2025-08-09;6;National College;90
2025-08-09;7;National College;206
2025-08-09;8;National College;366
2025-08-09;9;National College;487
2025-08-09;10;National College;589
2025-08-09;11;National College;605
2025-08-09;12;National College;695
2025-08-09;13;National College;863
2025-08-09;14;National College;836
2025-08-09;15;National College;747
2025-08-09;16;National College;776
2025-08-09;17;National College;841
2025-08-09;18;National College;824
2025-08-09;19;National College;742
2025-08-09;20;National College;634
2025-08-09;21;National College;353
2025-08-09;22;National College;136
2025-08-09;23;National College;20
2025-08-09;0;Pantharapalya - Nayandahalli;0
2025-08-09;1;Pantharapalya - Nayandahalli;0
2025-08-09;2;Pantharapalya - Nayandahalli;0
2025-08-09;3;Pantharapalya - Nayandahalli;0
2025-08-09;4;Pantharapalya - Nayandahalli;0
2025-08-09;5;Pantharapalya - Nayandahalli;14
2025-08-09;6;Pantharapalya - Nayandahalli;28
2025-08-09;7;Pantharapalya - Nayandahalli;65
2025-08-09;8;Pantharapalya - Nayandahalli;128
2025-08-09;9;Pantharapalya - Nayandahalli;101
2025-08-09;10;Pantharapalya - Nayandahalli;123
2025-08-09;11;Pantharapalya - Nayandahalli;103
2025-08-09;12;Pantharapalya - Nayandahalli;147
2025-08-09;13;Pantharapalya - Nayandahalli;147
2025-08-09;14;Pantharapalya - Nayandahalli;119
2025-08-09;15;Pantharapalya - Nayandahalli;136
2025-08-09;16;Pantharapalya - Nayandahalli;174
2025-08-09;17;Pantharapalya - Nayandahalli;334
2025-08-09;18;Pantharapalya - Nayandahalli;175
2025-08-09;19;Pantharapalya - Nayandahalli;158
2025-08-09;20;Pantharapalya - Nayandahalli;177
2025-08-09;21;Pantharapalya - Nayandahalli;79
2025-08-09;22;Pantharapalya - Nayandahalli;65
2025-08-09;23;Pantharapalya - Nayandahalli;7
2025-08-09;0;Pattanagere;0
2025-08-09;1;Pattanagere;0
2025-08-09;2;Pattanagere;0
2025-08-09;3;Pattanagere;0
2025-08-09;4;Pattanagere;4
2025-08-09;5;Pattanagere;31
2025-08-09;6;Pattanagere;73
2025-08-09;7;Pattanagere;122
2025-08-09;8;Pattanagere;185
2025-08-09;9;Pattanagere;259
2025-08-09;10;Pattanagere;281
2025-08-09;11;Pattanagere;333
2025-08-09;12;Pattanagere;341
2025-08-09;13;Pattanagere;325
2025-08-09;14;Pattanagere;267
2025-08-09;15;Pattanagere;257
2025-08-09;16;Pattanagere;354
2025-08-09;17;Pattanagere;294
2025-08-09;18;Pattanagere;279
2025-08-09;19;Pattanagere;178
2025-08-09;20;Pattanagere;152
2025-08-09;21;Pattanagere;112
2025-08-09;22;Pattanagere;63
2025-08-09;23;Pattanagere;5
2025-08-09;0;Pattandur Agrahara;4
2025-08-09;1;Pattandur Agrahara;0
2025-08-09;2;Pattandur Agrahara;0
2025-08-09;3;Pattandur Agrahara;0
2025-08-09;4;Pattandur Agrahara;7
2025-08-09;5;Pattandur Agrahara;30
2025-08-09;6;Pattandur Agrahara;52
2025-08-09;7;Pattandur Agrahara;100
2025-08-09;8;Pattandur Agrahara;135
2025-08-09;9;Pattandur Agrahara;108
2025-08-09;10;Pattandur Agrahara;194
2025-08-09;11;Pattandur Agrahara;228
2025-08-09;12;Pattandur Agrahara;266
2025-08-09;13;Pattandur Agrahara;308
2025-08-09;14;Pattandur Agrahara;305
2025-08-09;15;Pattandur Agrahara;359
2025-08-09;16;Pattandur Agrahara;363
2025-08-09;17;Pattandur Agrahara;458
2025-08-09;18;Pattandur Agrahara;414
2025-08-09;19;Pattandur Agrahara;264
2025-08-09;20;Pattandur Agrahara;220
2025-08-09;21;Pattandur Agrahara;172
2025-08-09;22;Pattandur Agrahara;123
2025-08-09;23;Pattandur Agrahara;11
2025-08-09;0;Peenya;0
2025-08-09;1;Peenya;0
2025-08-09;2;Peenya;0
2025-08-09;3;Peenya;0
2025-08-09;4;Peenya;0
2025-08-09;5;Peenya;21
2025-08-09;6;Peenya;43
2025-08-09;7;Peenya;116
2025-08-09;8;Peenya;183
2025-08-09;9;Peenya;204
2025-08-09;10;Peenya;182
2025-08-09;11;Peenya;226
2025-08-09;12;Peenya;227
2025-08-09;13;Peenya;217
2025-08-09;14;Peenya;197
2025-08-09;15;Peenya;228
2025-08-09;16;Peenya;225
2025-08-09;17;Peenya;217
2025-08-09;18;Peenya;326
2025-08-09;19;Peenya;225
2025-08-09;20;Peenya;196
2025-08-09;21;Peenya;129
2025-08-09;22;Peenya;64
2025-08-09;23;Peenya;1
2025-08-09;0;Peenya Industry;0
2025-08-09;1;Peenya Industry;0
2025-08-09;2;Peenya Industry;0
2025-08-09;3;Peenya Industry;0
2025-08-09;4;Peenya Industry;0
2025-08-09;5;Peenya Industry;11
2025-08-09;6;Peenya Industry;29
2025-08-09;7;Peenya Industry;58
2025-08-09;8;Peenya Industry;116
2025-08-09;9;Peenya Industry;101
2025-08-09;10;Peenya Industry;106
2025-08-09;11;Peenya Industry;121
2025-08-09;12;Peenya Industry;104
2025-08-09;13;Peenya Industry;99
2025-08-09;14;Peenya Industry;126
2025-08-09;15;Peenya Industry;78
2025-08-09;16;Peenya Industry;116
2025-08-09;17;Peenya Industry;168
2025-08-09;18;Peenya Industry;182
2025-08-09;19;Peenya Industry;144
2025-08-09;20;Peenya Industry;96
2025-08-09;21;Peenya Industry;43
2025-08-09;22;Peenya Industry;26
2025-08-09;23;Peenya Industry;3
2025-08-09;0;Ragigudda;0
2025-08-09;1;Ragigudda;0
2025-08-09;2;Ragigudda;0
2025-08-09;3;Ragigudda;0
2025-08-09;4;Ragigudda;0
2025-08-09;5;Ragigudda;0
2025-08-09;6;Ragigudda;0
2025-08-09;7;Ragigudda;2
2025-08-09;8;Ragigudda;0
2025-08-09;9;Ragigudda;17
2025-08-09;10;Ragigudda;0
2025-08-09;11;Ragigudda;29
2025-08-09;12;Ragigudda;1
2025-08-09;13;Ragigudda;0
2025-08-09;14;Ragigudda;1
2025-08-09;15;Ragigudda;35
2025-08-09;16;Ragigudda;10
2025-08-09;17;Ragigudda;0
2025-08-09;18;Ragigudda;0
2025-08-09;19;Ragigudda;0
2025-08-09;20;Ragigudda;0
2025-08-09;21;Ragigudda;0
2025-08-09;22;Ragigudda;0
2025-08-09;23;Ragigudda;0
2025-08-09;0;Rajajinagar;0
2025-08-09;1;Rajajinagar;0
2025-08-09;2;Rajajinagar;0
2025-08-09;3;Rajajinagar;0
2025-08-09;4;Rajajinagar;2
2025-08-09;5;Rajajinagar;48
2025-08-09;6;Rajajinagar;135
2025-08-09;7;Rajajinagar;321
2025-08-09;8;Rajajinagar;583
2025-08-09;9;Rajajinagar;673
2025-08-09;10;Rajajinagar;650
2025-08-09;11;Rajajinagar;665
2025-08-09;12;Rajajinagar;713
2025-08-09;13;Rajajinagar;660
2025-08-09;14;Rajajinagar;612
2025-08-09;15;Rajajinagar;662
2025-08-09;16;Rajajinagar;772
2025-08-09;17;Rajajinagar;609
2025-08-09;18;Rajajinagar;791
2025-08-09;19;Rajajinagar;672
2025-08-09;20;Rajajinagar;544
2025-08-09;21;Rajajinagar;258
2025-08-09;22;Rajajinagar;217
2025-08-09;23;Rajajinagar;32
2025-08-09;0;Rajarajeshwari Nagar;0
2025-08-09;1;Rajarajeshwari Nagar;0
2025-08-09;2;Rajarajeshwari Nagar;0
2025-08-09;3;Rajarajeshwari Nagar;0
2025-08-09;4;Rajarajeshwari Nagar;0
2025-08-09;5;Rajarajeshwari Nagar;27
2025-08-09;6;Rajarajeshwari Nagar;71
2025-08-09;7;Rajarajeshwari Nagar;148
2025-08-09;8;Rajarajeshwari Nagar;242
2025-08-09;9;Rajarajeshwari Nagar;253
2025-08-09;10;Rajarajeshwari Nagar;273
2025-08-09;11;Rajarajeshwari Nagar;317
2025-08-09;12;Rajarajeshwari Nagar;341
2025-08-09;13;Rajarajeshwari Nagar;345
2025-08-09;14;Rajarajeshwari Nagar;320
2025-08-09;15;Rajarajeshwari Nagar;334
2025-08-09;16;Rajarajeshwari Nagar;375
2025-08-09;17;Rajarajeshwari Nagar;428
2025-08-09;18;Rajarajeshwari Nagar;389
2025-08-09;19;Rajarajeshwari Nagar;320
2025-08-09;20;Rajarajeshwari Nagar;313
2025-08-09;21;Rajarajeshwari Nagar;211
2025-08-09;22;Rajarajeshwari Nagar;139
2025-08-09;23;Rajarajeshwari Nagar;17
2025-08-09;0;Rashtreeya Vidyalaya Road;0
2025-08-09;1;Rashtreeya Vidyalaya Road;0
2025-08-09;2;Rashtreeya Vidyalaya Road;0
2025-08-09;3;Rashtreeya Vidyalaya Road;0
2025-08-09;4;Rashtreeya Vidyalaya Road;2
2025-08-09;5;Rashtreeya Vidyalaya Road;32
2025-08-09;6;Rashtreeya Vidyalaya Road;67
2025-08-09;7;Rashtreeya Vidyalaya Road;158
2025-08-09;8;Rashtreeya Vidyalaya Road;286
2025-08-09;9;Rashtreeya Vidyalaya Road;324
2025-08-09;10;Rashtreeya Vidyalaya Road;336
2025-08-09;11;Rashtreeya Vidyalaya Road;408
2025-08-09;12;Rashtreeya Vidyalaya Road;429
2025-08-09;13;Rashtreeya Vidyalaya Road;638
2025-08-09;14;Rashtreeya Vidyalaya Road;519
2025-08-09;15;Rashtreeya Vidyalaya Road;591
2025-08-09;16;Rashtreeya Vidyalaya Road;604
2025-08-09;17;Rashtreeya Vidyalaya Road;590
2025-08-09;18;Rashtreeya Vidyalaya Road;678
2025-08-09;19;Rashtreeya Vidyalaya Road;520
2025-08-09;20;Rashtreeya Vidyalaya Road;451
2025-08-09;21;Rashtreeya Vidyalaya Road;286
2025-08-09;22;Rashtreeya Vidyalaya Road;166
2025-08-09;23;Rashtreeya Vidyalaya Road;15
2025-08-09;0;Sandal Soap Factory;0
2025-08-09;1;Sandal Soap Factory;0
2025-08-09;2;Sandal Soap Factory;0
2025-08-09;3;Sandal Soap Factory;0
2025-08-09;4;Sandal Soap Factory;7
2025-08-09;5;Sandal Soap Factory;28
2025-08-09;6;Sandal Soap Factory;84
2025-08-09;7;Sandal Soap Factory;192
2025-08-09;8;Sandal Soap Factory;272
2025-08-09;9;Sandal Soap Factory;319
2025-08-09;10;Sandal Soap Factory;393
2025-08-09;11;Sandal Soap Factory;426
2025-08-09;12;Sandal Soap Factory;528
2025-08-09;13;Sandal Soap Factory;792
2025-08-09;14;Sandal Soap Factory;998
2025-08-09;15;Sandal Soap Factory;1108
2025-08-09;16;Sandal Soap Factory;983
2025-08-09;17;Sandal Soap Factory;1039
2025-08-09;18;Sandal Soap Factory;1341
2025-08-09;19;Sandal Soap Factory;1202
2025-08-09;20;Sandal Soap Factory;995
2025-08-09;21;Sandal Soap Factory;754
2025-08-09;22;Sandal Soap Factory;556
2025-08-09;23;Sandal Soap Factory;62
2025-08-09;0;Seetharampalya;0
2025-08-09;1;Seetharampalya;0
2025-08-09;2;Seetharampalya;0
2025-08-09;3;Seetharampalya;0
2025-08-09;4;Seetharampalya;2
2025-08-09;5;Seetharampalya;69
2025-08-09;6;Seetharampalya;122
2025-08-09;7;Seetharampalya;150
2025-08-09;8;Seetharampalya;247
2025-08-09;9;Seetharampalya;253
2025-08-09;10;Seetharampalya;334
2025-08-09;11;Seetharampalya;437
2025-08-09;12;Seetharampalya;461
2025-08-09;13;Seetharampalya;486
2025-08-09;14;Seetharampalya;439
2025-08-09;15;Seetharampalya;473
2025-08-09;16;Seetharampalya;516
2025-08-09;17;Seetharampalya;571
2025-08-09;18;Seetharampalya;581
2025-08-09;19;Seetharampalya;349
2025-08-09;20;Seetharampalya;269
2025-08-09;21;Seetharampalya;212
2025-08-09;22;Seetharampalya;136
2025-08-09;23;Seetharampalya;14
2025-08-09;0;Silk Institute;0
